StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,samtycke,hon1,hon2,hon3,han1,han2,han3,hen1,hen2,hen3,control1,control2,control3,30f1,30f2,30f3,30f5,30f10,50f10,50f11,50f3,50f7,50f8,50f9,5030f7,50f12,50f17,50f13,75f1,75f2,75f4,75f5,70f3,Q60,Q62,GIS_1,GIS_2,GIS_3,GIS_4,essentialism_1,essentialism_2,essentialism_3,essentialism_4,essentialism_5,essentialism_6,essentialism_7,essentialism_8,hen_attitudes_1,hen_attitudes_2,hen_attitudes_3,hen_use,hen_hear,hen_fam,hen_fam_4_TEXT,Q66,Q68,Q70,Q72,token,han1 - Parent Topics,han1 - Topics
2020-11-16 05:51:03,2020-11-16 05:55:47,IP Address,176.10.140.230,100,283,True,2020-11-16 05:55:47,R_24phcw5h2QVLLO1,,,,,56.744598388671875,15.9071044921875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,En person som står på en padel,Ror med en åra,"Anstränger sig ",,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,38,Kvinna,"Stämmer helt
7","Stämmer helt
7","Stämmer helt
7",3,"Stämmer helt
7","Stämmer helt
7","Stämmer helt
7","Stämmer helt
7",4,"Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1",4,4,4,Någon gång om året,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,"Könstillhörighet ",Ja,Nej,Nej,ympukxz,,
2020-11-16 05:45:45,2020-11-16 05:57:16,IP Address,78.73.144.188,100,690,True,2020-11-16 05:57:16,R_2ccMDhTzIdSCrNf,,,,,57.2646026611328125,16.448394775390625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar kajak,"Hen tränar för OS i Tokyo ","Hen undrar om det verkligen blir något OS, 2021.",,,,Man,Man,Icke-binär,Man,Man,Icke-binär,Kvinna,Icke-binär,Icke-binär,Kvinna,Icke-binär,Icke-binär,Kvinna,Icke-binär,Icke-binär,Man,Kvinna,Kvinna,Kvinna,Icke-binär,66,Kvinna,4,4,4,4,2,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",2,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",4,4,"Mycket dåligt
1",Aldrig,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsidentitet ",Nej,Nej,"Jag upplevde att somliga var manipulerade ",kstfyob,,
2020-11-16 06:07:23,2020-11-16 06:15:13,IP Address,188.151.125.130,100,470,True,2020-11-16 06:15:13,R_1N4bFRQ26rrYSYF,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,"Personen paddlar. ",Personen är iklädd en baddräkt.,"Personen står på en flotte. ",,,,,,,,,,Man,Man,Icke-binär,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Icke-binär,Kvinna,Icke-binär,Kvinna,Kvinna,Icke-binär,Kvinna,Kvinna,Kvinna,Kvinna,26,Kvinna,3,6,4,2,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",3,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Mycket bra
7","Mycket bra
7","Mycket bra
7",Dagligen,Dagligen,"Ja, en kollega,Ja, en bekant,Ja, annan person (ange)","Flera bekantas bekanta ","Attityder gällande kön, genus, uttryck och språk",Nej,Nej,Ja såg datagjorda ut och ihopklistrade,rhrozzk,,
2020-11-16 05:07:20,2020-11-16 06:38:09,IP Address,81.236.231.91,100,5449,True,2020-11-16 06:38:09,R_2zkaFWcd9mZ45d3,,,,,58.3477935791015625,11.9423980712890625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,personen paddlar sup,Personen padlar,"personen är ute på havet och paddlar med sin stand up paddelboard ",Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,27,man,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7",2,5,"Stämmer helt
7",4,4,3,3,4,3,2,Någon gång om året,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,att se vad personer tycker om hur man ska hantera personer som inte identifierar sig med ett kön,nej,nej,nej,wzetrfx,,
2020-11-16 06:38:30,2020-11-16 06:42:57,IP Address,81.236.231.91,100,266,True,2020-11-16 06:42:57,R_3KB1JmTSBLpIQwn,,,,,58.3477935791015625,11.9423980712890625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,"en person som paddlar ",en person som gräver,en person som paddlar ute på vattnet med sin sup,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,27,man,2,6,6,6,"Stämmer helt
7",3,3,"Stämmer helt
7",4,3,3,2,2,3,3,Någon gång om året,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,att ta reda på vad folk tycker om personer som inte identifierar sig med något kön,nej,nej,nej,wzetrfx,,
2020-11-16 07:21:35,2020-11-16 07:28:48,IP Address,62.20.8.170,100,433,True,2020-11-16 07:28:48,R_3rIcDepwlmcy8Au,,,,,59.478607177734375,17.7483062744140625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,"hen paddlar ","hen paddlar ","hen paddlar ",,,,Man,Man,Icke-binär,Man,Man,Man,Kvinna,Icke-binär,Man,Kvinna,Man,Icke-binär,Icke-binär,Icke-binär,Vet ej,Man,Kvinna,Kvinna,Kvinna,Vet ej,26,Man,6,"Stämmer helt
7",5,3,"Stämmer inte alls
1",4,"Stämmer inte alls
1",3,"Stämmer helt
7",4,"Stämmer helt
7","Stämmer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Dagligen,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,Att kolla hur många i samhället som fortfarande lever i stenåldern,"Det gjorde jag faktiskt, men personligen tycker jag inte att det riktade mina svar mot ""rätt svar""","nej det gjorde det inte, svarade efter egen ""känsla""","kunde inte avgöra vilket kön som ""stack ut"" vid första känslan",qwcxrqy,,
2020-11-16 08:34:16,2020-11-16 08:44:12,IP Address,95.199.140.51,100,595,True,2020-11-16 08:44:12,R_3p3hn1cCwlSxhHb,,,,,59.32470703125,18.055999755859375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon står upp på en bräda,Hon drar sig fram med en paddel,Hon SUPpar,,,,,,,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Icke-binär,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,25,Kvinna,3,4,6,3,6,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1",4,"Stämmer helt
7","Stämmer inte alls
1",6,4,6,Någon gång om året,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,Könsidentiteten och dess upplevelse,Nej,Nej,Nej,nzxkeox,,
2020-11-16 08:45:06,2020-11-16 08:50:34,IP Address,95.199.140.51,100,327,True,2020-11-16 08:50:34,R_1puFh3ZAtCPcxbZ,,,,,59.32470703125,18.055999755859375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,"Hon står på en bräda ",Hon drar sig fram med en paddel,Hon SUPpar,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Icke-binär,Kvinna,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,25,Kvinna,4,6,5,3,"Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1",4,"Stämmer helt
7","Stämmer inte alls
1",6,4,"Mycket bra
7",Någon gång om året,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,Könsidentitet och upplevelser om det,Nej,Nej,Nej,nzxkeox,,
2020-11-16 09:07:52,2020-11-16 09:13:17,IP Address,213.67.237.150,100,325,True,2020-11-16 09:13:17,R_XKQSaC1yJwc4MjT,,,,,59.149993896484375,16.850006103515625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon sportar,Hon paddlar,Honrör på sig,,,,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Man,Man,Man,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Man,55,kvinna,5,5,5,5,3,2,2,3,3,2,5,"Stämmer inte alls
1",5,5,6,Någon gång i månaden,Någon gång om året,"Ja, en bekant,Ja, annan person (ange)",dotterns kompis,skillnaden mellan män och kvinnor,nej,nej,nej,vxsrztv,,
2020-11-16 09:07:18,2020-11-16 09:14:45,IP Address,94.191.153.7,100,446,True,2020-11-16 09:14:45,R_3OjjUG8An9PbN6A,,,,,59.32470703125,18.055999755859375,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,"Paddlar på en ståbräda ",,,,,,,,,Man,Man,Vet ej,Man,Man,Vet ej,Vet ej,Kvinna,Man,Kvinna,Vet ej,Vet ej,Kvinna,Vet ej,Kvinna,Vet ej,Kvinna,Vet ej,Kvinna,Kvinna,35,"Kvinna ",4,6,"Stämmer helt
7",3,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",6,"Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Någon gång per vecka,Någon gång per vecka,"Ja, jag själv,Ja, en bekant",,"Fördomar ","Nej ","Fast det kändes taskigt att gissa fel på man och kvinna, inte på de som känner sig mellan ","Nej ",dozgxxy,,
2020-11-16 09:20:44,2020-11-16 09:29:57,IP Address,83.253.69.108,100,552,True,2020-11-16 09:29:57,R_33d4YPIxrCYKu4g,,,,,59.2740936279296875,15.20660400390625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,han ror från brygga,han ror från en båt,han ror från en kant,,,,,,,Man,Man,Man,Man,Man,Man,Man,Kvinna,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,62,kvinna,"Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket dåligt
1",Någon gång om året,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,transsexult,nejnej,,ja vart osäker,znwzkke,,
2020-11-16 09:58:52,2020-11-16 10:11:51,IP Address,81.235.192.221,100,778,True,2020-11-16 10:11:51,R_vYmpwh3F2GnE6e5,,,,,57.8332977294921875,12.3000030517578125,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Paddlar en kanot,Står upp i kanoten,"Tränar ",Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,46,Kvinna,5,2,2,6,4,2,3,4,4,4,"Stämmer inte alls
1","Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1","Mycket dåligt
1",Aldrig,Någon gång i månaden,"Ja, en kollega",,Köns relaterat,Nej,Nej,Nej,hrkpfue,,
2020-11-16 10:25:43,2020-11-16 10:37:17,IP Address,83.251.34.6,100,693,True,2020-11-16 10:37:18,R_2SwwT9gTG2dbDNy,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar flotte.,Hen tycker om äventyr i naturen.,Hen är sportig av sig.,,,,Man,Man,Vet ej,Man,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Man,Vet ej,Vet ej,Vet ej,Man,Kvinna,Kvinna,Kvinna,Vet ej,44,Man,"Stämmer helt
7","Stämmer helt
7",4,"Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7",4,4,4,4,"Mycket bra
7","Mycket bra
7",Någon gång om året,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,Politisk korrekthet,Nej,"Nej. Min åsikt efterfrågades, min åsikt levererades","Ja, jag tror vissa ansikten var photoshoppade av två olika ansikten",xtzzrsc,,
2020-11-16 10:33:40,2020-11-16 10:37:51,IP Address,178.174.137.109,100,251,True,2020-11-16 10:37:52,R_1hA7Kjyd2ORCljD,,,,,62.39129638671875,17.306304931640625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,"Han paddlar ","Han rör i något ","Han paddlar ",,,,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,53,Man,5,4,4,5,5,5,2,6,2,3,4,2,3,4,4,Aldrig,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,"Köns fördelning ","Nej ",Nej,Nej,tnppexn,,
2020-11-14 10:51:59,2020-11-16 10:42:47,IP Address,188.151.46.30,100,172247,True,2020-11-16 10:42:47,R_yZRCJ1d7zH8ATm1,,,,,57.7071990966796875,11.966796875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Står upp och paddlar,Personen ägnar sig åt stand up paddleboard,Personen vattensportar,,,,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,53,Man,2,5,5,3,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",4,"Stämmer inte alls
1",2,"Stämmer inte alls
1","Mycket bra
7","Mycket bra
7","Mycket bra
7",Någon gång per vecka,Dagligen,"Nej, känner ingen som använder hen som sitt pronomen",,Uppfatning om kön,Nej,Nej,"Flera var svårbedömda,men inte konstiga",hergyrw,,
2020-11-16 10:48:37,2020-11-16 10:50:42,IP Address,84.216.128.74,100,124,True,2020-11-16 10:50:42,R_VUdtEMUOeGAR2HD,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,"Hon har en bra dag och tid för att få ","Hon var så att vi har fortfarande ont att ","Hon är I fint väder idag och jag är ",,,,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,25,Man,2,2,"Stämmer inte alls
1",5,3,3,3,6,2,"Stämmer inte alls
1","Stämmer helt
7",4,3,"Mycket dåligt
1","Mycket dåligt
1",Någon gång om året,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,Inget,Nej,Ja,Ua,mrdyqth,,
2020-11-13 09:24:58,2020-11-16 10:57:31,IP Address,90.224.100.67,100,264753,True,2020-11-16 10:57:32,R_3Mi0spgmQ18NDAI,,,,,59.0583038330078125,16.587799072265625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon paddlar,Hon kör en kanot,Hon framför en kanot,,,,,,,,,,Man,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,69,Man,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7","Stämmer inte alls
1","Stämmer inte alls
1","Mycket dåligt
1","Mycket dåligt
1",2,Aldrig,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,Könsidentitet,Nej,Nej,Många likadana. Samma ?,rydqusw,,
2020-11-16 10:56:15,2020-11-16 11:05:56,IP Address,94.234.36.183,100,580,True,2020-11-16 11:05:56,R_1l0pWnqgrEn9nJu,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,"Han paddlar på en surfingbräda. ","Han moppar golvet. ","Han skyfflar jord. ",,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Kvinna,Vet ej,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,30,Man,4,"Stämmer inte alls
1",4,5,"Stämmer helt
7",5,"Stämmer helt
7","Stämmer helt
7","Stämmer inte alls
1","Stämmer helt
7",5,4,3,2,"Mycket dåligt
1",Någon gång om året,Någon gång om året,"Ja, en bekant",,"Om könsindentifering ",Nej,Nej,Vissa var lite svårare att se om det var en kvinna eller man,hgchexd,,
2020-11-13 09:17:46,2020-11-16 11:08:27,IP Address,188.148.222.237,100,265840,True,2020-11-16 11:08:27,R_28Nf2CNGy2I5XaV,,,,,58.3865966796875,13.4384002685546875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Han paddlar,Han står upp,Han försöker förflytta sig,,,,,,,Man,Man,Icke-binär,Man,Man,Icke-binär,Icke-binär,Icke-binär,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Icke-binär,Man,Kvinna,Kvinna,Kvinna,Icke-binär,37,Man,3,5,5,3,3,2,3,5,5,3,3,"Stämmer inte alls
1",3,3,2,Någon gång om året,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,Könsidentitet,Vissa svarsalternativ kändes lite vinklade,Mina svar kan bli olika beroende på sammanhang,Mycket svårt att bedöma kön när inte hela kroppen syns,cuuvovx,,
2020-11-16 10:50:38,2020-11-16 11:10:22,IP Address,31.208.34.180,100,1184,True,2020-11-16 11:10:22,R_2B9Z9ZhZIEoHYg1,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen står upp och håller i en paddel,Hen paddlar,Hen drar paddeln i vatten,,,,Man,Man,Man,Man,Man,Vet ej,Kvinna,Kvinna,Vet ej,Kvinna,Vet ej,Man,Vet ej,Vet ej,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,60,Kvinna,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",4,3,4,"Stämmer inte alls
1",4,5,4,Någon gång om året,Någon gång i månaden,"Ja, en kollega",,Åsikter om kön,Nej,,Svårt när jag inte såg mer än ansiktet på personerna,nnhmxff,,
2020-11-14 03:55:37,2020-11-16 11:19:55,IP Address,109.104.28.84,100,199458,True,2020-11-16 11:19:55,R_0ffXYcisLt1hsqd,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Står och ror,Paddlar,Sportar,Man,Man,Kvinna,Man,Man,Man,Kvinna,Kvinna,Vet ej,Kvinna,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,39,Man,4,4,4,4,3,3,2,2,3,3,4,4,4,4,4,Någon gång i månaden,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,Värderingar,Nej,Nej,Nej,aehrork,,
2020-11-16 12:07:57,2020-11-16 12:21:37,IP Address,188.149.53.21,100,820,True,2020-11-16 12:21:37,R_D6qWPmZViq637Cp,,,,,57.7071990966796875,11.966796875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hon paddlar framåt,Hon går igenom vatten,Hon är på en SUP,,,,,,,,,,Man,Man,Man,Man,Man,Man,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,29,Man,"Stämmer helt
7",4,6,4,"Stämmer helt
7",6,3,6,2,6,4,4,2,4,2,Aldrig,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,Kolla hur skilda väggar vissa tycker det är mellan könen.,Nej,Nej,"Ändrade mignärjag ta trade ordentligt på vissa menskrev de som ja fick up
Upp först.",ekhwydb,,
2020-11-16 13:03:06,2020-11-16 13:49:27,IP Address,83.252.251.95,100,2780,True,2020-11-16 13:49:27,R_3G7H7ZKeNmzxKns,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar SUP,"Hen välter en stolpe ",Hen gräver,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,43,Man,6,5,5,3,"Stämmer helt
7",4,"Stämmer inte alls
1","Stämmer inte alls
1",2,"Stämmer inte alls
1",5,5,6,2,"Mycket bra
7",Någon gång per vecka,Någon gång per vecka,"Nej, känner ingen som använder hen som sitt pronomen",,Hen,Nej,Nej,"Ja, så ut som en blandad bild av man och kvinna",bzqeaez,,
2020-11-16 14:05:44,2020-11-16 14:12:32,IP Address,94.255.135.215,100,407,True,2020-11-16 14:12:32,R_1mQugFDn8luS2lX,,,,,59.6161956787109375,16.55279541015625,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Han paddlar,Han åker kanot,Han håller en paddel,,,,,,,,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,45,Man,4,4,3,3,2,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",4,"Stämmer inte alls
1",2,2,6,"Mycket dåligt
1",6,Någon gång i månaden,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsidentitet ",Nej,Nej,Nej,zzvyhfg,,
2020-11-16 14:13:49,2020-11-16 14:18:57,IP Address,94.234.37.205,100,308,True,2020-11-16 14:18:58,R_sp0W3LfA9h1Bx3H,,,,,59.328704833984375,18.0717010498046875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,Hen paddlar,Hen åker kanot,Hen håller en paddel,,,,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,45,Man,5,2,2,5,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",4,3,2,3,6,3,"Mycket bra
7",Någon gång i månaden,Aldrig,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsidentitet ","Nej ","Nej ",Nej,zzvyhfg,,
2020-11-16 15:31:28,2020-11-16 15:37:20,IP Address,37.250.187.113,100,351,True,2020-11-16 15:37:21,R_1BWw0ZobXNIOCfx,,,,,58.1804046630859375,13.9582061767578125,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,Hen står upp,Hen paddlar,Hen har armar,,,,,,,,,,Man,Man,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,31,Kvinna,4,6,4,4,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",2,"Stämmer inte alls
1",5,"Stämmer inte alls
1",3,4,4,Någon gång om året,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,"Könsidentiteter ",Nej,Nej,Nej,hkcwoyg,,
2020-11-16 21:02:12,2020-11-16 21:11:52,IP Address,213.80.40.252,100,579,True,2020-11-16 21:11:52,R_2Qn8pz87g1Zf4Ey,,,,,58.399993896484375,15.0832977294921875,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Figur står på surfbräda och paddlar,En figur paddlar stående på surfbräda,På en surfbräda står en figur som ser ut som en person och paddlar,,,,,,,Man,Man,Vet ej,Man,Man,Vet ej,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,54,"Kvinna ",6,6,3,3,"Stämmer inte alls
1",2,"Stämmer inte alls
1","Stämmer inte alls
1",3,"Stämmer helt
7",3,"Stämmer inte alls
1",3,6,"Mycket bra
7",Någon gång i månaden,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,"Ok ",Inget konstigt,"Ärliga svar ",Ja de verkade ihopsatt av fler bilder,butzmpf,,
2020-11-17 00:29:00,2020-11-17 00:51:27,IP Address,165.225.192.203,100,1346,True,2020-11-17 00:51:28,R_1nPHOoZfdcl6dXn,,,,,59.3332977294921875,18.0500030517578125,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,,,,,,,Hen paddlar kanot,Hen håller en paddel med båda sina händer,Hen använder en paddel,Man,Man,Kvinna,Man,Man,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,Kvinna,45,Man,4,2,3,3,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",2,5,2,2,2,6,2,6,Någon gång i månaden,Någon gång om året,"Nej, känner ingen som använder hen som sitt pronomen",,Könsidentiteter,Nej,Nej,Nej,zzvyhfg,,
2020-11-15 16:46:55,2020-11-17 01:15:40,IP Address,193.181.20.252,100,116925,True,2020-11-17 01:15:40,R_269JtPgJojNUiSF,,,,,59.19549560546875,17.62530517578125,anonymous,EN,Jag har läst informationen ovan och samtycker till att vara med i studien,,,,Han står upp.,Han paddlar.,Han paddlar på en bräda.,,,,,,,Man,Man,Vet ej,Man,Man,Vet ej,Kvinna,Kvinna,Man,Vet ej,Kvinna,Man,Kvinna,Kvinna,Kvinna,Man,Kvinna,Kvinna,Kvinna,Kvinna,31,Kvinna,2,2,5,2,"Stämmer inte alls
1","Stämmer inte alls
1","Stämmer inte alls
1",3,5,3,"Stämmer helt
7",6,6,6,6,Någon gång om året,Någon gång i månaden,"Nej, känner ingen som använder hen som sitt pronomen",,Könsidentitet.,Ja,Lite grann kanske,"Ja, nedre delen var utformad för att man ska tro att det antingen var en kvinna eller man.",zxgnkzu,,
